estacao,ano,precip_total,rx1day,dias_chuva_forte,cdd,tmax_media
A441,2018,659.2,44.0,0,42,30.157340720221608
A441,2019,649.2,110.2,1,92,30.660547945205476
A441,2020,353.00000000000006,50.2,1,215,29.67306397306397
A442,2008,418.0,28.599999999999998,0,41,28.555042016806723
A442,2009,718.6,37.800000000000004,0,50,30.065205479452054
A442,2010,1119.4,95.80000000000001,3,37,29.1758904109589
A442,2011,701.6000000000001,45.0,0,30,29.618082191780818
A442,2012,348.2,27.0,0,29,30.528688524590162
A442,2013,870.8000000000001,85.6,1,84,29.90309859154929
A442,2014,688.8000000000001,57.2,1,43,29.78219178082192
A442,2015,641.0,42.2,0,50,31.14438356164384
A442,2016,311.0,87.8,1,125,31.178142076502734
A442,2017,309.79999999999995,30.799999999999997,0,75,29.894490358126724
A442,2018,306.4,25.2,0,113,30.69632768361582
A442,2019,558.4,69.0,1,54,30.9
A442,2020,1148.4,101.6,2,26,29.78547945205479
A443,2009,674.2,82.2,3,52,29.906301369863012
A443,2010,596.8,75.60000000000001,1,52,29.984109589041097
A443,2011,330.4,30.0,0,47,29.476164383561645
A443,2012,250.6,37.800000000000004,0,65,30.302732240437155
A443,2013,514.8,70.8,2,104,29.980991735537184
A443,2014,336.59999999999997,65.6,1,38,29.318082191780817
A443,2015,232.8,28.4,0,55,30.672876712328762
A443,2016,550.8,69.4,3,73,30.71284153005465
A443,2017,250.60000000000002,54.6,1,45,30.191506849315072
A443,2018,573.4000000000001,63.0,1,59,30.019266055045875
A443,2019,307.0,39.0,0,36,30.871506849315068
A443,2020,26.2,7.8,0,222,29.665109890109893
A444,2010,2181.0,148.4,5,17,28.16580459770115
A444,2011,1967.9999999999998,91.4,5,33,27.948181818181816
A444,2012,355.20000000000005,43.0,0,111,28.185310734463272
A444,2013,2058.4000000000005,297.2,3,45,28.506153846153847
A444,2014,2130.0,95.0,5,9,27.927123287671236
A444,2015,1622.0,58.0,3,19,28.55232876712329
A444,2016,1892.0,194.6,4,15,28.414207650273227
A444,2017,1303.0,99.4,2,37,27.86966292134831
A444,2018,1676.8,61.800000000000004,1,15,28.167897727272724
A444,2019,1512.0,61.199999999999996,1,40,28.867955801104973
A444,2020,84.4,37.199999999999996,0,343,28.253551912568305
A445,2010,1176.8000000000002,60.6,1,18,29.661369863013697
A445,2011,1251.2,50.0,1,17,29.220273972602744
A445,2012,803.3999999999999,39.6,0,22,29.875900277008313
A445,2013,831.4,56.0,1,63,29.629863013698635
A445,2014,891.0,129.0,3,123,29.07753424657534
A445,2015,650.2,35.0,0,67,30.744954128440362
A445,2016,918.8,58.800000000000004,1,16,30.146448087431693
A445,2017,1042.8,43.6,0,16,29.095890410958905
A445,2018,886.6,39.2,0,42,29.319452054794517
A445,2019,653.4,41.0,0,55,30.382739726027395
A445,2020,876.8,45.8,0,80,29.483636363636364
A446,2010,870.8,117.39999999999999,1,22,29.957808219178077
A446,2011,1068.6000000000001,117.0,3,27,29.13961218836565
A446,2012,556.8,57.8,1,76,29.021180555555556
A446,2013,840.0,77.6,2,25,29.474794520547942
A446,2014,628.6,79.8,1,18,29.469041095890415
A446,2015,258.20000000000005,32.2,0,113,30.97142857142857
A446,2016,670.6000000000001,64.2,1,43,30.369672131147546
A446,2017,805.0,68.0,3,27,29.099716713881023
A446,2018,584.2,40.6,0,44,30.02301369863014
A446,2019,614.5999999999999,123.8,1,30,31.27123287671233
A446,2020,1128.8,93.60000000000001,2,28,29.719945355191257
A447,2010,962.8,51.0,1,17,28.56356164383562
A447,2011,971.3999999999999,38.8,0,13,27.977534246575345
A447,2012,844.2,59.39999999999999,2,24,27.881714285714292
A447,2013,1782.6000000000001,72.0,5,16,28.329315068493152
A447,2014,1259.0,65.6,4,37,28.12904109589041
A447,2015,433.2,55.6,1,126,29.392602739726026
A447,2016,1169.6,73.39999999999999,3,63,29.331927710843377
A447,2017,724.2,141.39999999999998,2,199,28.000547945205483
A447,2018,607.8,58.8,1,169,28.480386740331497
A447,2019,574.2,46.800000000000004,0,98,29.63911439114391
A447,2020,222.59999999999997,27.8,0,263,28.81732954545454
A448,2016,417.4,87.0,2,129,33.25874316939891
A448,2017,178.0,42.4,0,91,32.66465753424658
A448,2018,532.1999999999999,89.4,1,90,32.445205479452056
A448,2019,1.0,0.8,0,365,33.13013698630137
A448,2020,0.0,0.0,0,366,32.151366120218576
A449,2016,291.8,175.2,1,109,33.85588235294118
A449,2017,192.8,43.0,0,274,33.05339805825243
A449,2018,186.40000000000003,55.0,1,288,33.30717131474104
A449,2019,369.4,34.0,0,192,34.04027397260274
A449,2020,951.5999999999999,71.2,6,137,32.12492581602373
A450,2016,566.6,82.4,2,41,32.071584699453545
A450,2017,479.4,29.4,0,51,31.027019498607245
A450,2018,373.0,45.4,0,44,31.959178082191777
A450,2019,509.19999999999993,94.2,1,79,32.013698630136986
A450,2020,964.6,86.6,3,37,31.249453551912566
A452,2016,380.2,72.8,2,115,33.22735849056603
A452,2017,891.3999999999999,95.8,3,204,33.2032967032967
A452,2018,1211.8,108.2,7,117,32.87506849315069
A452,2019,769.5999999999999,47.8,0,82,33.75890410958904
A452,2020,836.8000000000001,87.8,3,136,32.66807228915663
A454,2016,233.8,59.6,1,104,32.472169811320754
A454,2017,409.0,110.2,2,164,32.14380664652568
A454,2018,709.8,64.6,2,107,32.17863013698631
A455,2016,738.5999999999999,46.4,0,15,27.89158878504673
A455,2017,1723.0,72.0,5,15,28.083561643835623
A455,2018,1176.6,94.2,5,20,28.84104683195592
A455,2019,1013.1999999999999,98.4,1,26,29.73643835616438
A455,2020,816.0,72.2,2,68,28.951525423728818
A456,2018,1276.4,99.4,3,17,29.272881355932203
A456,2019,1308.2,118.6,5,20,30.25917808219178
A456,2020,1758.6,72.2,2,16,29.51584699453552
A458,2019,479.79999999999995,47.4,0,26,32.14931506849315
A458,2020,680.8000000000001,122.4,1,147,31.732173913043475
